@relation aux
@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SaTime1 numeric
@attribute SaTime2 numeric
@attribute SaTime3 numeric
@attribute SaTime4 numeric
@attribute diffSaTime1 numeric
@attribute diffSaTime2 numeric
@attribute diffSaTime3 numeric
@attribute diffSaTime4 numeric
@attribute Sa numeric
@attribute class {'1','2'}
@data
111,17,-0.44,0.1,-0.9,-13,-4,-0.006,0,-9e-04,-9e-04,-9e-04,-9e-04,1e-04,0,0,0,-9e-04,'1'
122,28,0.23,0.07,-2,-14,1,0.012,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-125,30,0.48,0.14,-0.3,-12,-10,-0.003,0.1,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,0,-7e-04,'2'
-240,26,0.4,0.16,0.4,-12,-12,-0.012,-0.4,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
-334,20,0.27,-0.03,0.8,-11,1,-0.011,2.1,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
-329,19,0.25,0.01,0.8,-11,3,-0.011,1,-8e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
-94,4,-0.26,-0.01,0.8,-11,6,-0.012,0,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
156,5,-0.37,-0.02,-0.6,-12,8,0.002,-0.1,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,0,-8e-04,'1'
185,9,-0.33,0.12,-1,-13,-8,0.005,-0.8,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,0,-7e-04,'1'
-142,11,-0.01,0.16,-1.7,-14,-10,0.008,-0.1,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,0,-7e-04,'1'
-233,5,0.17,0.08,-1.5,-13,-4,0.014,0,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-433,-11,0.42,0.15,-0.7,-13,-10,0.006,-0.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-444,-20,0.48,-0.19,-0.1,-12,20,0.006,3.7,-7e-04,-6e-04,-6e-04,-6e-04,-2e-04,0,0,0,-6e-04,'1'
-213,-32,0.42,-0.02,1.1,-11,6,-0.006,-0.4,-8e-04,-8e-04,-8e-04,-7e-04,0,0,-2e-04,0,-7e-04,'1'
-145,-37,0.18,0.01,1.6,-10,4,-0.017,0.1,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
-143,-39,-0.09,0.12,1.6,-10,-8,-0.03,-1.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,'1'
-165,-42,-0.36,-0.17,1.4,-11,9,-0.025,3.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,'1'
-139,-43,-0.4,-0.14,1.4,-11,14,-0.024,2.2,-0.001,-0.0011,-0.0011,-0.0011,1e-04,0,0,0,-0.0011,'1'
244,-40,-0.42,-0.1,-0.3,-12,15,0.014,0.6,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
450,-29,-0.13,-0.05,-0.8,-13,10,0.018,0.4,-4e-04,-4e-04,-4e-04,-5e-04,0,0,0,0,-5e-04,'2'
386,-17,0.19,0.18,-0.7,-13,-19,0.018,0.5,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'2'
-203,-11,0.52,0.28,0.5,-12,-25,0.006,-0.3,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-426,-21,0.55,0.12,1.3,-11,-4,-0.002,-0.9,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-436,-22,0.54,0.13,1.4,-11,-6,-0.003,-1.2,-8e-04,-6e-04,-6e-04,-6e-04,-3e-04,0,0,0,-6e-04,'1'
-554,-40,0.08,0.08,2.2,-10,-7,-0.028,0.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,'1'
27,-64,-0.69,-0.17,0.9,-11,23,-0.015,-0.2,-8e-04,-9e-04,-9e-04,-0.001,1e-04,0,1e-04,0,-0.001,'1'
170,-63,-0.7,-0.15,0.5,-12,25,-0.002,0.3,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,0,-8e-04,'1'
218,-62,-0.7,-0.11,0.4,-12,23,-0.002,-1.2,-7e-04,-8e-04,-8e-04,-8e-04,1e-04,0,0,0,-8e-04,'1'
546,-50,-0.57,-0.11,-0.9,-13,18,0.011,0.3,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
819,-22,-0.14,0.01,-1.8,-14,9,0.019,-0.4,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
887,-2,0.12,0.05,-1.8,-14,1,0.017,0.3,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'2'
422,24,0.39,0.37,-1.2,-13,-38,0.011,1.9,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'2'
-162,28,0.59,0.3,-0.2,-12,-27,0.007,-0.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'2'
-317,25,0.61,0.21,0.2,-12,-26,0,0.8,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-727,2,0.49,0.18,1.7,-10,-16,-0.011,0.2,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,0,-7e-04,'2'
-819,-6,0.41,0.2,2,-10,-17,-0.019,-0.3,-9e-04,-9e-04,-9e-04,-9e-04,0,0,-2e-04,0,-9e-04,'1'
-945,-24,0.18,-0.16,2.3,-10,11,-0.019,4.9,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
-831,-39,0.01,-0.22,2.4,-10,14,-0.017,2.9,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
45,-65,-0.49,-0.18,1.4,-11,24,-0.01,0,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
355,-56,-0.55,-0.04,0.3,-12,11,0,-0.1,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,0,-8e-04,'1'
610,-30,-0.09,-0.02,-1,-13,9,0.019,0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
527,-7,0.29,0.16,-0.7,-13,-10,0.015,0.3,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'2'
-156,7,0.34,0.25,0.8,-11,-23,-0.007,-0.2,-9e-04,-8e-04,-8e-04,-8e-04,-2e-04,0,0,0,-8e-04,'1'
-289,-3,0.07,0.06,1.2,-11,-2,-0.016,-0.7,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
92,-14,-0.28,-0.04,0.4,-12,9,-0.003,0,-7e-04,-8e-04,-8e-04,-8e-04,1e-04,0,0,0,-8e-04,'1'
172,-12,-0.24,0.03,0.1,-12,5,0.008,-1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
193,-6,-0.11,0.05,-0.3,-12,-1,0.008,0.4,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-239,-6,0.28,0.12,0.6,-11,-8,0.003,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-274,-12,0.31,-0.05,0.9,-11,8,-0.002,1.8,-7e-04,-7e-04,-7e-04,-7e-04,-2e-04,0,0,0,-7e-04,'1'
64,-19,0.05,-0.09,1.8,-10,13,-0.016,0.3,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,0,-9e-04,'1'
256,-11,-0.45,-0.01,1.2,-11,5,-0.016,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,'1'
289,-8,-0.53,0.06,0.9,-11,5,-0.012,-0.5,-9e-04,-9e-04,-9e-04,-9e-04,1e-04,0,0,0,-9e-04,'1'
281,-4,-0.56,0.09,0.5,-12,-6,0.002,-0.5,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,0,-7e-04,'1'
223,2,-0.45,0.11,-0.2,-12,-8,0.015,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-20,6,-0.08,0.17,-0.9,-13,-12,0.017,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-137,3,0.3,0.1,-0.7,-13,-6,0.018,-0.2,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-92,-1,0.52,0.01,0,-12,11,0.015,-0.9,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-44,-2,0.6,0.07,0.4,-12,6,0.01,-0.8,-5e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,0,0,-5e-04,'1'
-37,-2,0.62,0.17,0.7,-11,-3,-0.005,-1.4,-8e-04,-7e-04,-7e-04,-7e-04,-2e-04,0,-2e-04,0,-7e-04,'1'
-194,-5,0.37,0.18,1.4,-11,-13,-0.028,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,'1'
-482,-22,-0.5,0.12,1.2,-11,-9,-0.027,-0.1,-9e-04,-0.001,-0.001,-0.0011,1e-04,0,2e-04,0,-0.0011,'1'
-480,-36,-0.47,-0.1,0.4,-12,14,0.009,1.5,-5e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-450,-37,-0.45,-0.05,0.3,-12,15,0.009,-0.2,-4e-04,-5e-04,-5e-04,-6e-04,1e-04,0,0,0,-6e-04,'1'
-232,-53,0.29,0.01,0,-12,5,0.024,-0.2,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-108,-57,0.56,-0.23,0.6,-11,25,0.02,2.9,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
102,-57,0.68,0,1.2,-11,11,0.002,-2.4,-7e-04,-6e-04,-6e-04,-5e-04,-2e-04,0,-1e-04,0,-5e-04,'1'
171,-54,0.53,0.01,1.9,-10,0,-0.029,-0.4,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,'1'
129,-47,-0.3,0.08,2.3,-10,-5,-0.035,-0.3,-0.0011,-0.0011,-0.0011,-0.0012,1e-04,0,1e-04,0,-0.0012,'1'
-180,30,-0.42,0.15,-0.8,-8,-14,-0.004,-0.1,-6e-04,-7e-04,-7e-04,-7e-04,1e-04,0,0,0,-7e-04,'2'
-140,-2,0.47,0.03,-0.1,-7,-2,-0.002,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,-1e-04,0,-5e-04,'2'
-138,-13,-0.2,0.02,0.8,-6,-1,-0.016,-0.1,-6e-04,-7e-04,-7e-04,-8e-04,1e-04,0,1e-04,0,-8e-04,'1'
300,-8,-0.04,-0.07,-0.1,-7,9,0.005,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'2'
359,17,-0.08,0.02,-0.3,-7,-1,-0.003,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'2'
-39,29,-0.14,0.15,-0.7,-8,-15,-0.002,0,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'2'
-157,15,0.2,0.03,-0.5,-7,-2,0.005,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-68,7,0.11,-0.02,0.2,-7,2,-0.005,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
46,6,0.22,-0.04,0.6,-6,5,0.005,0,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
56,7,0.23,-0.04,0.7,-6,5,0.005,-0.1,-4e-04,-3e-04,-3e-04,-3e-04,-2e-04,0,0,0,-3e-04,'1'
205,12,0.09,-0.06,1.1,-6,6,-0.01,0.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'2'
-39,17,-0.14,0.19,1.1,-6,-18,-0.011,0.1,-6e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,0,-6e-04,'2'
-437,4,-0.19,0.12,0.5,-6,-12,0,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
184,-31,0.09,-0.05,-0.2,-7,6,0.002,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-148,-12,-0.1,0.05,-0.4,-7,-5,0,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
96,-12,0.04,0.02,0.7,-6,-1,-0.005,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-102,-11,-0.1,0.08,0.6,-6,-8,-0.004,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-170,-20,-0.16,0.02,0.2,-7,-2,0.001,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
321,-10,0.17,-0.04,0.3,-7,5,0.002,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
115,27,-0.03,0.04,1.1,-6,-5,-0.004,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-193,26,-0.18,0.11,0.8,-6,-12,-0.005,0.1,-4e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
13,5,0.11,-0.02,0.9,-6,2,-0.001,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-382,-20,-0.13,0.06,0.8,-6,-6,-0.003,0,-5e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,0,-4e-04,'1'
-412,-24,-0.15,-0.02,0.8,-6,-6,-0.004,0.4,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
83,-47,-0.18,-0.05,-0.8,-8,7,0.002,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
97,-47,-0.17,-0.05,-0.8,-8,7,0.002,0,-4e-04,-5e-04,-5e-04,-5e-04,1e-04,0,0,0,-5e-04,'1'
295,-19,0.25,0,-0.3,-7,2,0.003,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
308,-7,0.2,0.02,0.4,-7,0,-0.005,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-189,5,-0.24,0.08,0.3,-7,-8,-0.006,0,-4e-04,-5e-04,-5e-04,-5e-04,1e-04,0,0,0,-5e-04,'1'
49,-4,0,-0.07,-0.3,-7,8,0.006,0,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
112,-2,0.06,0.02,-0.3,-7,-2,0.004,-0.6,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-300,-10,-0.16,0.08,-0.5,-7,-8,-0.003,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-306,-18,-0.18,-0.04,-0.8,-8,10,-0.002,0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
200,-23,0.27,-0.07,-0.5,-7,8,0.006,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
294,-10,0.36,-0.01,0.6,-6,2,0.002,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
303,-7,0.36,0.08,0.8,-6,1,-0.003,-0.7,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
50,1,0.19,0.14,1.4,-6,-15,-0.011,-0.2,-6e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,0,0,-5e-04,'1'
-311,-8,-0.4,0.1,1.1,-6,-11,-0.02,0.1,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,0,-7e-04,'1'
-382,-15,-0.6,-0.07,0.5,-6,5,-0.015,1.9,-6e-04,-7e-04,-7e-04,-7e-04,2e-04,0,0,0,-7e-04,'1'
253,-23,-0.17,-0.12,-1.6,-8,15,0.012,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
391,-8,0.14,-0.03,-1.7,-9,6,0.018,-0.1,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,0,-2e-04,'1'
385,8,0.44,0.08,-1,-8,-5,0.005,-0.7,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,0,-4e-04,'1'
-439,7,-0.23,0.07,1.5,-5,-8,-0.007,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-413,-11,-0.41,-0.04,0.8,-6,4,-0.008,0.3,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,0,-6e-04,'1'
319,-18,0.06,-0.19,-0.2,-7,22,0.014,-0.1,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,0,-2e-04,'1'
390,7,0.33,0.05,0.7,-6,-5,0.003,0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
98,23,-0.07,0.1,1.4,-6,-11,-0.016,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-346,18,-0.46,0.15,0.6,-6,-17,-0.011,0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-572,-6,-0.41,0.07,-0.8,-8,-6,0.005,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-623,-16,-0.33,-0.05,-1.2,-8,-5,0.014,1,-2e-04,-3e-04,-3e-04,-3e-04,1e-04,0,0,0,-3e-04,'1'
-356,-38,0.21,-0.09,-1.3,-8,12,0.019,0,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,0,-2e-04,'1'
148,-43,0.51,-0.18,-0.3,-7,20,0.004,0.4,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
323,-39,0.51,0.07,0.3,-7,9,-0.009,-3.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
219,-3,-0.22,0.03,1.5,-6,-3,-0.009,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
228,6,-0.18,0,1,-6,1,0.005,-0.2,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
100,16,-0.02,0.06,0.7,-6,-6,0.005,0,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-482,2,-0.08,0.13,0.6,-6,-14,-0.002,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
487,-11,-0.01,-0.15,0.2,-7,18,0.001,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
232,39,-0.02,0.08,0.2,-7,-8,-0.001,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-456,31,-0.03,0.14,0.1,-7,-14,-0.001,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
102,2,-0.06,-0.09,-0.2,-7,11,0,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
164,12,0.01,0.02,-0.3,-7,-1,0.002,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-361,1,0.07,0.08,0.2,-7,-8,-0.001,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-405,-23,0.06,0.02,0.4,-7,-1,-0.001,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
63,-34,0.07,-0.22,0.6,-6,24,0,0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
465,-24,-0.02,-0.14,0.6,-6,17,-0.006,-0.3,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
533,-2,-0.16,0.05,0.4,-7,-3,-0.006,-0.6,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-41,19,-0.3,0.15,-0.8,-8,-15,0.002,0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-131,10,0.02,0.02,-1.5,-8,1,0.008,0,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,0,-4e-04,'1'
-245,-19,0.02,0.04,-1.1,-8,-2,-0.002,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-232,-31,0.19,0.02,-0.8,-8,1,0.005,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-158,-36,0.24,-0.13,-0.5,-7,17,0.004,0.9,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,0,-4e-04,'1'
190,-32,-0.19,-0.04,-0.8,-8,5,0.002,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
201,-31,-0.18,-0.03,-0.8,-8,5,0.002,-0.1,-4e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
99,-23,0.03,0.11,-1,-8,-12,0.01,0.5,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-57,-23,0.25,0.06,-0.7,-8,-6,0.008,0.2,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-85,-23,0.29,-0.02,-0.5,-7,-5,0.007,0.5,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-186,-28,0.31,0.08,0.3,-7,-7,-0.003,-0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-128,-40,-0.05,-0.02,0.9,-6,2,-0.013,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-13,-42,-0.21,-0.13,0.8,-6,18,-0.011,0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
21,-42,-0.23,-0.1,0.7,-6,16,-0.011,-1,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,0,-6e-04,'1'
78,-42,-0.25,-0.07,0.6,-6,13,-0.003,-0.8,-4e-04,-4e-04,-4e-04,-5e-04,0,0,0,0,-5e-04,'1'
594,-15,-0.23,-0.09,-0.6,-8,11,0.002,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
581,6,-0.26,0.07,-1,-8,-12,-0.004,1.4,-5e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'2'
-369,18,0.08,0.2,-1.6,-8,-20,0.007,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-494,-6,0.26,0.02,-1.1,-8,1,0.005,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-30,-20,0.45,-0.23,-0.1,-7,25,0.006,0.5,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
325,-14,0.31,-0.13,0.8,-6,15,-0.013,0.3,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
129,15,-0.56,0.06,-0.2,-7,-6,-0.01,0,-6e-04,-7e-04,-7e-04,-7e-04,1e-04,0,0,0,-7e-04,'1'
169,22,-0.05,-0.01,-1.5,-8,3,0.019,0,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,0,-2e-04,'1'
170,26,0.17,0.07,-1.5,-8,-7,0.016,-0.7,-4e-04,-3e-04,-3e-04,-2e-04,-2e-04,0,-1e-04,0,-2e-04,'1'
-145,27,0.14,0.1,-0.8,-8,-10,-0.004,-0.1,-4e-04,-5e-04,-5e-04,-5e-04,1e-04,0,0,0,-5e-04,'1'
-206,19,0.25,0.01,-0.4,-7,-1,0.005,0.2,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,0,-4e-04,'1'
-79,13,0.12,-0.07,0.2,-7,7,-0.011,0.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,0,-6e-04,'1'
-66,12,-0.04,0.03,0.3,-7,-9,-0.012,0.7,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,0,-6e-04,'1'
-136,-3,0.11,0.02,0.6,-6,-2,0.001,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-152,-6,0.08,0.03,0.7,-6,-4,-0.005,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-57,-14,-0.15,-0.03,0.6,-6,3,-0.006,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
375,7,0.12,-0.04,0.5,-6,5,0.001,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-174,26,-0.16,0.1,0.4,-7,-10,-0.004,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-42,15,-0.03,-0.04,-0.1,-7,5,0.004,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-37,13,0.1,0.03,0.1,-7,-2,0.003,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
-286,5,0.08,0.09,0.4,-7,-9,-0.002,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,0,-4e-04,'1'
193,-5,-0.1,-0.13,0.4,-7,15,-0.005,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
223,-5,-0.11,-0.13,0.4,-7,15,-0.005,-0.1,-4e-04,-5e-04,-5e-04,-5e-04,1e-04,0,0,0,-5e-04,'1'
325,7,-0.01,0,0.3,-7,1,0.006,0.5,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
118,22,0.19,0.07,0.7,-6,-8,0.004,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
-301,16,-0.11,0.1,1,-6,-11,-0.008,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
-14,5,-0.2,-0.13,0.5,-6,16,-0.002,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
374,11,-0.05,-0.16,0.2,-7,18,0.009,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
307,39,0.2,0.08,0.6,-6,-8,0.004,-0.2,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,0,-3e-04,'1'
217,44,0.23,0.18,0.8,-6,-15,0.003,-1.6,-4e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,0,-3e-04,'2'
124,46,0.24,0.14,0.9,-6,-16,-0.003,0.4,-4e-04,-4e-04,-4e-04,-4e-04,0,0,-1e-04,0,-4e-04,'1'
-286,42,0.09,0.15,1.3,-6,-18,-0.008,0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,0,-5e-04,'1'
