@relation aux
@attribute id numeric
@attribute start numeric
@attribute end numeric
@attribute event numeric
@attribute size numeric
@attribute class {'1','2'}
@data
2322,0,8276,0,20,'1'
2322,8276,130252,0,20,'1'
2322,130252,142218,1,20,'1'
2322,142218,233305,1,20,'2'
2322,233305,331102,1,25,'2'
2322,331102,509216,1,22,'2'
2322,509216,757560,0,22,'2'
2304,0,1012982,1,311,'1'
2304,1012982,1280140,0,250,'2'
2323,0,36355,0,13,'1'
2305,0,141316,0,252,'1'
2306,0,320923,1,816,'1'
2306,320923,417840,1,814,'2'
2306,417840,443298,0,793,'2'
2306,443298,676790,1,802,'2'
2306,676790,749077,1,810,'2'
2306,749077,751930,1,780,'2'
2306,751930,924935,1,790,'2'
2306,924935,985041,1,781,'2'
2306,985041,1448548,1,789,'2'
2306,1448548,1448595,1,856,'2'
2306,1448595,1520516,1,858,'2'
2306,1520516,1522301,1,905,'2'
2306,1522301,1821998,0,921,'2'
2307,0,422150,0,83,'1'
2307,422150,898877,0,79,'1'
2308,0,772054,1,113,'1'
2308,772054,1071751,0,135,'2'
2309,0,25161,1,17,'1'
2309,25161,851475,0,17,'2'
2310,0,25161,1,247,'1'
2310,25161,65305,1,251,'2'
2310,65305,70365,1,253,'2'
2310,70365,527636,1,233,'2'
2310,527636,851473,0,233,'2'
2311,0,826314,0,10,'1'
2312,0,67180,1,148,'1'
2312,67180,1887865,0,119,'2'
2313,0,12558,0,281,'1'
2314,0,12558,0,70,'1'
2315,0,1072925,0,151,'1'
2316,0,1324335,1,115,'1'
2316,1324335,1536360,0,82,'2'
2317,0,1411760,0,68,'1'
2318,0,1411760,0,429,'1'
2324,0,433446,0,12,'1'
2325,0,668569,0,73,'1'
2341,0,267656,1,26,'1'
2341,267656,1742942,0,27,'2'
2342,0,508520,1,197,'1'
2342,508520,1031452,1,196,'2'
2342,1031452,1049366,1,144,'2'
2342,1049366,1931448,0,132,'2'
2343,0,163197,0,15,'1'
2344,0,1191562,0,93,'1'
2344,1191562,1532608,1,98,'1'
2344,1532608,1570528,1,67,'2'
2344,1570528,1655674,0,67,'2'
2345,0,756518,0,15,'1'
2345,756518,807651,1,15,'1'
2345,807651,1135484,1,15,'2'
2345,1135484,1383828,0,15,'2'
2346,0,756518,0,240,'1'
2346,756518,1135484,1,239,'1'
2346,1135484,1383828,0,239,'2'
2347,0,18298,1,24,'1'
2347,18298,18423,1,140,'2'
2347,18423,20066,1,140,'2'
2347,20066,382203,0,139,'2'
2347,382203,394540,0,139,'2'
2348,0,18298,1,24,'1'
2348,18298,18423,1,140,'2'
2348,18423,18612,1,140,'2'
2348,18612,20065,1,141,'2'
2348,20065,294077,1,139,'2'
2348,294077,382202,0,139,'2'
2348,382202,679710,1,139,'2'
2348,679710,752960,1,139,'2'
2348,752960,794857,1,139,'2'
2348,794857,921591,0,139,'2'
2348,921591,1031330,0,143,'2'
2349,0,70482,1,6,'1'
2349,70482,153766,1,7,'2'
2349,153766,407375,1,100,'2'
2349,407375,410988,1,330,'2'
2349,410988,449209,1,30,'2'
2349,449209,558472,1,336,'2'
2349,558472,667771,0,335,'2'
2349,667771,828029,1,38,'2'
2349,828029,834515,1,354,'2'
2349,834515,889031,1,39,'2'
2349,889031,900016,0,40,'2'
2349,900016,912713,1,44,'2'
2349,912713,940198,1,456,'2'
2349,940198,940486,0,459,'2'
2349,940486,961765,1,489,'2'
2349,961765,984862,1,48,'2'
2349,984862,991851,0,520,'2'
2349,991851,994162,1,520,'2'
2349,994162,994283,1,521,'2'
2349,994283,1101405,1,575,'2'
2349,1101405,1116036,1,319,'2'
2349,1116036,1164704,1,319,'2'
2349,1164704,1174933,1,319,'2'
2349,1174933,1175793,1,315,'2'
2349,1175793,1180348,1,319,'2'
2349,1180348,1195857,1,315,'2'
2349,1195857,1266027,1,314,'2'
2349,1266027,1298339,1,343,'2'
2349,1298339,1301388,1,343,'2'
2349,1301388,1383802,1,341,'2'
2349,1383802,1416928,1,383,'2'
2349,1416928,1422087,1,388,'2'
2349,1422087,1534736,1,388,'2'
2349,1534736,1544776,1,438,'2'
2349,1544776,1608291,1,455,'2'
2349,1608291,1624143,1,576,'2'
2349,1624143,1625220,1,576,'2'
2349,1625220,1649955,0,580,'2'
2350,0,70482,1,54,'1'
2350,70482,153766,1,83,'2'
2350,153766,407375,1,24,'2'
2350,407375,410988,1,30,'2'
2350,410988,449209,1,326,'2'
2350,449209,558472,1,30,'2'
2350,558472,667771,0,29,'2'
2350,667771,828029,1,354,'2'
2350,828029,834515,1,38,'2'
2350,834515,889031,1,381,'2'
2350,889031,890701,0,408,'2'
2350,890701,900016,0,410,'2'
2350,900016,900038,1,458,'2'
2350,900038,912712,1,456,'2'
2350,912712,940197,1,44,'2'
2350,940197,961764,1,47,'2'
2350,961764,994162,1,520,'2'
2350,994162,1013172,0,49,'2'
2326,0,110756,1,1038,'1'
2326,110756,114848,1,1038,'2'
2326,114848,144284,0,1038,'2'
2327,0,305787,0,66,'1'
2328,0,15320,0,418,'1'
2328,15320,541423,1,400,'1'
2328,541423,585195,0,359,'2'
2328,585195,762474,1,359,'2'
2328,762474,777266,1,384,'2'
2328,777266,1360668,1,396,'2'
2328,1360668,1827109,0,397,'2'
2329,0,15320,0,264,'1'
2329,15320,777266,1,262,'1'
2329,777266,910902,1,255,'2'
2329,910902,1523583,1,266,'2'
2329,1523583,1827108,0,293,'2'
2330,0,747154,1,93,'1'
2330,747154,1811790,0,113,'2'
2331,0,1811790,0,562,'1'
2332,0,647220,1,135,'1'
2332,647220,1711856,0,135,'2'
2333,0,898787,0,24,'1'
2333,898787,1338416,0,25,'1'
2333,1338416,1717382,1,25,'1'
2333,1717382,1965726,0,25,'2'
2351,0,175377,1,23,'1'
2351,175377,1525214,0,23,'2'
2352,0,989437,0,207,'1'
2353,0,351609,0,8,'1'
2354,0,109828,1,7,'1'
2354,109828,495462,1,21,'2'
2354,495462,847083,0,14,'2'
2355,0,109828,1,21,'1'
2355,109828,210294,0,7,'2'
2356,0,163170,1,160,'1'
2356,163170,391861,1,162,'2'
2356,391861,411465,1,165,'2'
2356,411465,567237,1,168,'2'
2356,567237,1593992,1,155,'2'
2356,1593992,1632071,1,157,'2'
2356,1632071,1730701,1,159,'2'
2356,1730701,1917072,0,149,'2'
2357,0,116769,1,75,'1'
2357,116769,1814684,0,66,'2'
2358,0,296217,1,37,'1'
2358,296217,380339,1,37,'2'
2358,380339,537009,0,37,'2'
2358,537009,765972,1,37,'2'
2358,765972,957281,1,37,'2'
2358,957281,1117593,0,37,'2'
2359,0,296217,1,37,'1'
2359,296217,380339,1,37,'2'
2359,380339,480805,0,37,'2'
2360,0,116769,1,111,'1'
2360,116769,1814684,0,81,'2'
2361,0,335,1,327,'1'
2361,335,585,1,328,'2'
2361,585,7862,1,373,'2'
2361,7862,19076,1,393,'2'
2361,19076,40902,0,377,'2'
2362,0,1379404,1,399,'1'
2362,1379404,1694435,0,411,'2'
2362,1694435,1908120,0,392,'2'
2363,0,894682,1,57,'1'
2363,894682,1338416,0,66,'2'
2363,1338416,1540714,1,66,'2'
2363,1540714,1602189,1,76,'2'
2363,1602189,1717381,1,66,'2'
2363,1717381,1965725,0,66,'2'
2364,0,491740,1,128,'1'
2364,491740,750816,1,133,'2'
2364,750816,936705,1,133,'2'
2364,936705,1229566,1,133,'2'
2364,1229566,1235573,1,134,'2'
2364,1235573,1421532,1,134,'2'
2364,1421532,1590329,1,134,'2'
2364,1590329,1805129,1,134,'2'
2364,1805129,1854021,0,136,'2'
2367,0,1220806,0,130,'1'
2365,0,57861,0,37,'1'
2365,57861,253001,1,38,'1'
2365,253001,254461,1,6735,'2'
2365,254461,295314,1,6821,'2'
2365,295314,686478,1,36,'2'
2365,686478,1656053,1,37,'2'
2365,1656053,1701053,1,39,'2'
2365,1701053,1796368,0,41,'2'
2366,0,113306,1,51,'1'
2366,113306,262981,1,50,'2'
2366,262981,488911,1,50,'2'
2366,488911,504095,0,50,'2'
2366,504095,708189,1,50,'2'
2366,708189,857726,1,50,'2'
2366,857726,1466039,0,50,'2'
2368,0,53023,1,642,'1'
2368,53023,355609,1,628,'2'
2368,355609,356492,1,632,'2'
2368,356492,361768,1,628,'2'
2368,361768,628059,0,632,'2'
2370,0,633906,0,27,'1'
2369,0,883,1,51,'1'
2369,883,6159,1,29,'2'
2369,6159,272450,0,51,'2'
2371,0,211127,1,530,'1'
2371,211127,277979,0,531,'2'
2371,277979,294775,1,541,'2'
2371,294775,408458,0,540,'2'
2371,408458,524028,1,535,'2'
2371,524028,564947,0,535,'2'
2371,564947,978639,0,535,'2'
2372,0,211127,1,530,'1'
2372,211127,277979,0,531,'2'
2372,277979,294775,1,541,'2'
2372,294775,408458,0,540,'2'
2372,408458,524028,1,535,'2'
2372,524028,564947,0,535,'2'
2372,564947,1015158,1,535,'2'
2372,1015158,1240836,1,535,'2'
2372,1240836,1280154,1,536,'2'
2372,1280154,1664432,1,537,'2'
2372,1664432,1687108,1,547,'2'
2372,1687108,1747435,1,494,'2'
2372,1747435,1927930,0,374,'2'
2373,0,1338416,0,62,'1'
2373,1338416,1537794,1,61,'1'
2373,1537794,1717381,1,60,'2'
2373,1717381,1936311,1,60,'2'
2373,1936311,1965724,0,60,'2'
2374,0,475147,0,62,'1'
2334,0,1331,0,70,'1'
2334,1331,464089,0,70,'1'
2334,464089,843055,1,70,'1'
2334,843055,1091399,0,70,'2'
2335,0,1331,0,140,'1'
2335,1331,1369,0,145,'1'
2335,1369,464088,0,149,'1'
2335,464088,843054,1,150,'1'
2335,843054,1091398,0,150,'2'
2336,0,464089,0,15,'1'
2336,464089,843055,1,15,'1'
2336,843055,1091399,0,15,'2'
2337,0,462758,0,35,'1'
2337,462758,841724,1,35,'1'
2337,841724,1090068,0,35,'2'
2338,0,1300,0,35,'1'
2339,0,1369,0,73,'1'
2339,1369,464088,0,73,'1'
2339,464088,843054,1,73,'1'
2339,843054,1091398,0,73,'2'
2340,0,1259113,0,88,'1'
2384,0,36355,0,10,'1'
2385,0,127903,0,223,'1'
2386,0,566196,0,29,'1'
2387,0,36355,0,10,'1'
2388,0,738533,1,48,'1'
2388,738533,1045384,0,123,'2'
2389,0,1220806,0,90,'1'
2390,0,65367,1,132,'1'
2390,65367,1899412,0,146,'2'
2391,0,36355,0,11,'1'
2392,0,679608,1,51,'1'
2392,679608,916361,1,256,'2'
2392,916361,917776,1,235,'2'
2392,917776,1033372,0,260,'2'
2393,0,36355,0,10,'1'
2394,0,1874724,0,59,'1'
2395,0,52926,0,94,'1'
2395,52926,157335,1,94,'1'
2395,157335,431892,1,94,'2'
2395,431892,636757,0,94,'2'
2396,0,11547,1,66,'1'
2396,11547,17207,0,75,'2'
2397,0,107188,1,62,'1'
2397,107188,1944123,0,66,'2'
2398,0,5926,1,246,'1'
2398,5926,5944,1,231,'2'
2398,5944,6004,1,231,'2'
2398,6004,10254,0,231,'2'
2398,10254,21539,1,231,'2'
2398,21539,53683,1,230,'2'
2398,53683,111092,0,223,'2'
2398,111092,112221,1,223,'2'
2398,112221,401648,0,209,'2'
2398,401648,660798,1,201,'2'
2398,660798,1093287,0,201,'2'
2399,0,13499,1,10,'1'
2399,13499,118886,0,10,'2'
2400,0,118886,0,71,'1'
2401,0,272267,1,280,'1'
2401,272267,473674,1,282,'2'
2401,473674,635136,1,274,'2'
2401,635136,652573,1,266,'2'
2401,652573,661082,1,266,'2'
2401,661082,707547,1,262,'2'
2401,707547,735482,0,261,'2'
2401,735482,760640,1,259,'2'
2401,760640,800561,1,257,'2'
2401,800561,814987,1,250,'2'
2401,814987,964878,1,251,'2'
2401,964878,1005069,0,251,'2'
2401,1005069,1006408,1,253,'2'
2401,1006408,1007640,1,251,'2'
2401,1007640,1026544,0,253,'2'
2401,1026544,1031389,1,253,'2'
2401,1031389,1058271,1,253,'2'
2401,1058271,1116074,1,251,'2'
2401,1116074,1248548,1,251,'2'
2401,1248548,1248654,1,249,'2'
2401,1248654,1303311,1,249,'2'
2401,1303311,1501706,1,247,'2'
2401,1501706,1608520,0,247,'2'
2401,1608520,1609998,1,245,'2'
2401,1609998,1683162,1,242,'2'
2401,1683162,1702394,1,242,'2'
2401,1702394,1780657,1,242,'2'
2401,1780657,1853325,0,244,'2'
2375,0,164,1,17,'1'
2375,164,166,1,157,'2'
2375,166,163197,0,158,'2'
2376,0,1338416,0,130,'1'
2376,1338416,1679462,1,130,'1'
2376,1679462,1717382,1,138,'2'
2376,1717382,1802528,1,138,'2'
2376,1802528,1802689,0,259,'2'
2402,0,1791422,0,8,'1'
2403,0,1791422,0,82,'1'
2404,0,20296,0,87,'1'
2404,20296,63408,1,87,'1'
2404,63408,720235,0,87,'2'
2404,720235,1239624,1,66,'2'
2404,1239624,1791421,0,66,'2'
2405,0,98726,1,87,'1'
2405,98726,98790,1,87,'2'
2405,98790,99888,0,87,'2'
2405,99888,154810,1,87,'2'
2405,154810,209883,0,86,'2'
2405,209883,540848,1,86,'2'
2405,540848,720856,1,66,'2'
2405,720856,1118049,1,66,'2'
2405,1118049,1792140,0,66,'2'
2406,0,672,0,98,'1'
2406,672,915,1,98,'1'
2406,915,31580,1,98,'2'
2406,31580,44490,1,187,'2'
2406,44490,129599,1,200,'2'
2406,129599,423178,1,200,'2'
2406,423178,437444,1,227,'2'
2406,437444,453286,1,227,'2'
2406,453286,455548,0,227,'2'
2406,455548,636495,1,226,'2'
2406,636495,718695,0,224,'2'
2406,718695,745591,1,224,'2'
2406,745591,754006,1,222,'2'
2406,754006,754501,1,218,'2'
2406,754501,766390,0,222,'2'
2406,766390,766883,1,218,'2'
2406,766883,767377,1,222,'2'
2406,767377,838974,0,218,'2'
2406,838974,954294,0,217,'2'
2406,954294,1013217,1,217,'2'
2406,1013217,1072860,1,217,'2'
2406,1072860,1074174,1,216,'2'
2406,1074174,1087296,1,219,'2'
2406,1087296,1092752,1,215,'2'
2406,1092752,1108155,1,215,'2'
2406,1108155,1491182,1,215,'2'
2406,1491182,1511244,1,216,'2'
2406,1511244,1540644,0,216,'2'
2407,0,672,0,51,'1'
2407,672,915,1,52,'1'
2407,915,129600,1,52,'2'
2407,129600,437445,1,54,'2'
2407,437445,1108163,1,54,'2'
2407,1108163,1540652,0,54,'2'
2408,0,65,1,177,'1'
2408,65,125035,1,177,'2'
2408,125035,476656,0,177,'2'
2409,0,236244,1,300,'1'
2409,236244,320945,1,334,'2'
2409,320945,331488,1,367,'2'
2409,331488,1867596,0,334,'2'
2410,0,1642511,0,49,'1'
2413,0,633906,0,25,'1'
2411,0,433446,0,11,'1'
2412,0,60973,0,24,'1'
2414,0,155010,1,58,'1'
2414,155010,410364,0,58,'2'
2414,410364,531257,1,54,'2'
2414,531257,749893,1,54,'2'
2414,749893,1231757,1,54,'2'
2414,1231757,1507744,0,54,'2'
2415,0,587129,1,110,'1'
2415,587129,736804,1,109,'2'
2415,736804,962734,1,109,'2'
2415,962734,977918,0,109,'2'
2415,977918,1182012,1,109,'2'
2415,1182012,1324036,0,109,'2'
2415,1324036,1324756,0,104,'2'
2415,1324756,1939862,0,104,'2'
2416,0,573268,0,277,'1'
2417,0,19889,0,30,'1'
2418,0,30261,0,208,'1'
2377,0,16794,1,295,'1'
2377,16794,21233,0,288,'2'
2377,21233,74827,1,288,'2'
2377,74827,76276,1,276,'2'
2377,76276,156597,1,276,'2'
2377,156597,1052763,0,277,'2'
2378,0,139804,1,22,'1'
2378,139804,1035970,0,23,'2'
2379,0,249441,1,269,'1'
2379,249441,543052,0,254,'2'
2380,0,255698,0,269,'1'
2380,255698,587374,1,259,'1'
2380,587374,608607,0,41,'2'
2380,608607,662201,1,40,'2'
2380,662201,663650,1,38,'2'
2380,663650,743971,1,38,'2'
2380,743971,1640137,0,39,'2'
2381,0,139510,1,24,'1'
2381,139510,1035676,0,25,'2'
2382,0,147215,1,77,'1'
2382,147215,1035676,0,78,'2'
2383,0,147215,1,29,'1'
2383,147215,512003,0,30,'2'
2383,512003,1035675,0,58,'2'
2419,0,430063,1,45,'1'
2419,430063,1024947,1,45,'2'
2419,1024947,1782798,0,45,'2'
2420,0,628060,0,39,'1'
2421,0,628060,0,158,'1'
2422,0,433446,0,17,'1'
2423,0,433446,0,16,'1'
2424,0,135378,0,52,'1'
2425,0,180,0,22,'1'
2425,180,42468,1,94,'1'
2425,42468,416183,1,94,'2'
2425,416183,416205,0,99,'2'
2425,416205,457442,1,100,'2'
2425,457442,466777,1,111,'2'
2425,466777,528873,1,111,'2'
2425,528873,537184,1,142,'2'
2425,537184,565362,1,142,'2'
2425,565362,566821,1,142,'2'
2425,566821,570323,1,142,'2'
2425,570323,575765,1,148,'2'
2425,575765,585948,1,188,'2'
2425,585948,637346,1,188,'2'
2425,637346,650378,1,188,'2'
2425,650378,744075,1,188,'2'
2425,744075,808837,1,188,'2'
2425,808837,812574,1,181,'2'
2425,812574,856847,1,175,'2'
2425,856847,872447,1,175,'2'
2425,872447,1088174,1,187,'2'
2425,1088174,1352086,1,231,'2'
2425,1352086,1365780,1,247,'2'
2425,1365780,1395193,0,247,'2'
2426,0,409586,1,31,'1'
2426,409586,586358,0,42,'2'
2427,0,55070,1,104,'1'
2427,55070,63431,1,106,'2'
2427,63431,126868,1,106,'2'
2427,126868,550158,1,106,'2'
2427,550158,702073,1,111,'2'
2427,702073,821281,0,109,'2'
2428,0,80708,0,14,'1'
2429,0,461588,1,313,'1'
2429,461588,611263,1,335,'2'
2429,611263,1056471,1,335,'2'
2429,1056471,1321589,1,335,'2'
2429,1321589,1347603,1,344,'2'
2429,1347603,1368938,1,345,'2'
2429,1368938,1446776,0,348,'2'
2429,1446776,1447953,1,398,'2'
2429,1447953,1487066,1,398,'2'
2429,1487066,1530344,1,399,'2'
2429,1530344,1601003,0,457,'2'
2429,1601003,1814318,0,453,'2'
2430,0,80708,0,200,'1'
2431,0,14319,1,389,'1'
2431,14319,609203,1,389,'2'
2431,609203,676930,1,389,'2'
2431,676930,688900,1,385,'2'
2431,688900,1237016,1,393,'2'
2431,1237016,1323312,1,393,'2'
2431,1323312,1367052,0,406,'2'
2432,0,17927,0,399,'1'
2432,17927,19681,0,408,'1'
2432,19681,19787,1,409,'1'
2432,19787,32673,1,409,'2'
2432,32673,104585,1,407,'2'
2432,104585,212043,0,394,'2'
2432,212043,517576,1,389,'2'
2432,517576,748505,0,389,'2'
2433,0,748511,0,145,'1'
2434,0,17927,0,257,'1'
2434,17927,19681,0,360,'1'
2434,19681,21304,1,404,'1'
2434,21304,22584,1,406,'2'
2434,22584,29533,1,436,'2'
2434,29533,32301,1,445,'2'
2434,32301,32672,1,453,'2'
2434,32672,41295,0,465,'2'
2434,41295,41336,1,466,'2'
2434,41336,45793,1,512,'2'
2434,45793,52869,1,512,'2'
2434,52869,60280,1,512,'2'
2434,60280,62775,1,540,'2'
2434,62775,91876,0,535,'2'
2434,91876,104581,1,578,'2'
2434,104581,363884,1,579,'2'
2434,363884,385881,1,580,'2'
2434,385881,386879,1,580,'2'
2434,386879,456131,1,583,'2'
2434,456131,456135,0,598,'2'
2434,456135,471981,1,583,'2'
2434,471981,474488,1,601,'2'
2434,474488,477515,1,649,'2'
2434,477515,679010,1,650,'2'
2434,679010,748499,0,658,'2'
2435,0,220320,1,78,'1'
2435,220320,264890,0,78,'2'
2435,264890,493371,1,78,'2'
2435,493371,558223,0,78,'2'
2435,558223,1088254,1,78,'2'
2435,1088254,1846105,0,78,'2'
2436,0,264891,0,72,'1'
2436,264891,493372,1,71,'1'
2436,493372,1050949,1,71,'2'
2436,1050949,1088256,1,76,'2'
2436,1088256,1846107,0,76,'2'
2437,0,388209,1,49,'1'
2437,388209,983093,1,48,'2'
2437,983093,1454426,0,48,'2'
2437,1454426,1740944,0,74,'2'
2438,0,388209,1,154,'1'
2438,388209,983093,1,153,'2'
2438,983093,1740944,0,153,'2'
2439,0,27867,1,387,'1'
2439,27867,216119,1,379,'2'
2439,216119,430062,1,299,'2'
2439,430062,508270,1,307,'2'
2439,508270,573236,0,306,'2'
2439,573236,573474,1,311,'2'
2439,573474,585999,1,312,'2'
2439,585999,958638,1,312,'2'
2439,958638,1024944,1,312,'2'
2439,1024944,1124216,1,312,'2'
2439,1124216,1131673,1,307,'2'
2439,1131673,1397846,1,309,'2'
2439,1397846,1782793,0,360,'2'
2440,0,34997,0,88,'1'
2440,34997,46699,0,100,'1'
2440,46699,373466,0,107,'1'
2440,373466,481131,1,144,'1'
2440,481131,855207,1,144,'2'
2440,855207,1054794,1,145,'2'
2440,1054794,1076014,1,140,'2'
2440,1076014,1099253,0,140,'2'
2440,1099253,1630493,0,143,'2'
2440,1630493,1640531,1,317,'2'
2440,1640531,1640861,0,314,'2'
2440,1640861,1646984,1,316,'2'
2440,1646984,1812120,0,323,'2'
2440,1812120,1833862,0,353,'2'
2441,0,36967,1,127,'1'
2441,36967,80707,0,127,'2'
2442,0,509564,1,140,'1'
2442,509564,1104448,1,140,'2'
2442,1104448,1862299,0,140,'2'
2443,0,81804,1,154,'1'
2443,81804,384823,0,153,'2'
2444,0,80708,0,39,'1'
2445,0,547626,1,11,'1'
2445,547626,1305477,0,11,'2'
2446,0,44839,0,84,'1'
2447,0,748511,0,27,'1'
2448,0,22703,1,145,'1'
2448,22703,45942,0,145,'2'
2448,45942,83912,1,145,'2'
2448,83912,352444,1,173,'2'
2448,352444,780553,0,178,'2'
2451,0,394749,0,35,'1'
2451,394749,773715,1,35,'1'
2451,773715,1022059,0,35,'2'
2449,0,98230,1,112,'1'
2449,98230,116769,1,74,'2'
2449,116769,1814684,0,71,'2'
2450,0,1575301,0,50,'1'
2452,0,432489,0,30,'1'
2453,0,177279,1,84,'1'
2453,177279,408800,1,85,'2'
2453,408800,1822002,0,85,'2'
2469,0,138021,1,45,'1'
2469,138021,532355,1,45,'2'
2469,532355,808739,1,66,'2'
2469,808739,1241228,0,66,'2'
2470,0,598924,1,22,'1'
2470,598924,825932,1,22,'2'
2470,825932,1269642,1,22,'2'
2470,1269642,1463706,0,22,'2'
2471,0,598924,1,16,'1'
2471,598924,825932,1,16,'2'
2471,825932,1269642,1,16,'2'
2471,1269642,1463706,0,16,'2'
2472,0,238350,0,36,'1'
2473,0,766296,0,10,'1'
2474,0,132,0,114,'1'
2475,0,766296,0,105,'1'
2476,0,1844845,0,122,'1'
2477,0,452693,0,35,'1'
2478,0,452682,0,180,'1'
2479,0,3663,0,2,'1'
2480,0,887130,0,115,'1'
2481,0,1795448,0,243,'1'
2482,0,876093,0,614,'1'
2483,0,1844845,0,1004,'1'
2484,0,1919222,0,14,'1'
2485,0,769016,0,79,'1'
2486,0,15862,1,119,'1'
2486,15862,119955,0,117,'2'
2487,0,720618,0,20,'1'
2488,0,11446,1,257,'1'
2488,11446,26606,1,272,'2'
2488,26606,277938,1,281,'2'
2488,277938,572393,1,263,'2'
2488,572393,621734,1,278,'2'
2488,621734,724826,1,276,'2'
2488,724826,787254,1,276,'2'
2488,787254,860674,1,270,'2'
2488,860674,897181,0,287,'2'
2488,897181,1040378,1,287,'2'
2488,1040378,1053260,1,290,'2'
2488,1053260,1280047,0,293,'2'
2489,0,64129,1,292,'1'
2489,64129,270281,0,292,'2'
2490,0,23340,1,510,'1'
2490,23340,69092,1,522,'2'
2490,69092,106540,1,533,'2'
2490,106540,106636,1,360,'2'
2490,106636,322227,1,360,'2'
2490,322227,531625,0,378,'2'
2490,531625,676611,1,388,'2'
2490,676611,763363,1,394,'2'
2490,763363,981315,1,417,'2'
2490,981315,1031206,1,458,'2'
2490,1031206,1043742,1,485,'2'
2490,1043742,1536537,0,482,'2'
2491,0,16668,1,969,'1'
2491,16668,270281,0,1001,'2'
2492,0,16784,1,43,'1'
2492,16784,270281,0,47,'2'
2493,0,249912,1,632,'1'
2493,249912,981318,1,461,'2'
2493,981318,1031257,0,459,'2'
2493,1031257,1283819,1,471,'2'
2493,1283819,1536540,0,647,'2'
2494,0,270282,0,651,'1'
2495,0,15362,0,184,'1'
2496,0,260776,0,35,'1'
2497,0,4755,1,770,'1'
2497,4755,106712,1,802,'2'
2497,106712,190572,1,1329,'2'
2497,190572,828965,1,1413,'2'
2497,828965,981317,1,1262,'2'
2497,981317,1031256,0,1260,'2'
2497,1031256,1536540,0,1272,'2'
2498,0,68719,1,1286,'1'
2498,68719,270281,0,1499,'2'
2499,0,2921,1,522,'1'
2499,2921,7195,1,582,'2'
2499,7195,9986,0,660,'2'
2499,9986,17285,1,672,'2'
2499,17285,19835,1,663,'2'
2499,19835,21768,0,727,'2'
2499,21768,31534,0,911,'2'
2499,31534,33351,1,900,'2'
2499,33351,41526,0,951,'2'
2499,41526,48970,1,1107,'2'
2499,48970,97953,0,1143,'2'
2499,97953,101994,1,1046,'2'
2499,101994,102224,1,1052,'2'
2499,102224,102734,1,1067,'2'
2499,102734,119576,1,1074,'2'
2499,119576,120733,1,1191,'2'
2499,120733,131284,0,1201,'2'
2499,131284,142558,0,1288,'2'
2500,0,1273,1,30,'1'
2500,1273,2921,1,21,'2'
2500,2921,17267,0,22,'2'
2501,0,37,1,1762,'1'
2501,37,8849,1,1762,'2'
2501,8849,8885,1,1797,'2'
2501,8885,10211,1,1798,'2'
2501,10211,11568,1,1826,'2'
2501,11568,17320,1,2079,'2'
2501,17320,17510,1,2086,'2'
2501,17510,18657,0,2086,'2'
2501,18657,20249,1,2100,'2'
2501,20249,20300,0,2164,'2'
2501,20300,27599,1,2170,'2'
2501,27599,30463,0,2219,'2'
2501,30463,32081,0,2236,'2'
2501,32081,41847,0,2240,'2'
2501,41847,43664,1,2237,'2'
2501,43664,46136,1,2255,'2'
2501,46136,47466,0,2262,'2'
2501,47466,49123,1,2325,'2'
2501,49123,50154,1,2340,'2'
2501,50154,50819,1,2357,'2'
2501,50819,52062,1,2405,'2'
2501,52062,57507,1,2406,'2'
2501,57507,60329,1,2442,'2'
2501,60329,60331,1,2472,'2'
2501,60331,70403,1,2471,'2'
2501,70403,73582,1,2471,'2'
2501,73582,80526,1,2518,'2'
2501,80526,80528,1,2470,'2'
2501,80528,99598,0,2478,'2'
2501,99598,108260,0,2327,'2'
2501,108260,109712,1,2524,'2'
2501,109712,112300,1,2599,'2'
2501,112300,118114,1,2615,'2'
2501,118114,119335,0,2610,'2'
2501,119335,128451,1,2595,'2'
2501,128451,129883,1,2595,'2'
2501,129883,138059,1,2605,'2'
2501,138059,139769,1,2663,'2'
2501,139769,140692,1,2667,'2'
2501,140692,141157,1,2676,'2'
2501,141157,152865,0,2688,'2'
2502,0,4041,1,634,'1'
2502,4041,9747,1,780,'2'
2502,9747,9787,0,785,'2'
2502,9787,10056,1,783,'2'
2502,10056,20192,1,896,'2'
2502,20192,21202,1,892,'2'
2502,21202,21623,1,898,'2'
2502,21623,44607,0,899,'2'
2503,0,4041,1,353,'1'
2503,4041,4782,1,369,'2'
2503,4782,10056,1,369,'2'
2503,10056,20192,1,380,'2'
2503,20192,21624,1,389,'2'
2503,21624,44608,0,439,'2'
2504,0,4782,1,18,'1'
2504,4782,20192,1,18,'2'
2504,20192,44608,0,18,'2'
2505,0,7110,1,110,'1'
2505,7110,10040,1,118,'2'
2505,10040,17390,1,132,'2'
2505,17390,28863,0,173,'2'
2505,28863,50126,0,175,'2'
2506,0,27735,0,203,'1'
2506,27735,28766,1,179,'1'
2506,28766,72344,0,179,'2'
2507,0,390,0,71,'1'
2507,390,8942,1,79,'1'
2507,8942,9919,1,97,'2'
2507,9919,25007,1,102,'2'
2507,25007,29116,1,471,'2'
2507,29116,33182,0,483,'2'
2507,33182,41674,1,484,'2'
2507,41674,41676,0,513,'2'
2508,0,7098,0,28,'1'
2509,0,4041,1,580,'1'
2509,4041,4782,1,566,'2'
2509,4782,10056,1,566,'2'
