@relation aux
@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curPitch numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SeTime1 numeric
@attribute SeTime2 numeric
@attribute SeTime3 numeric
@attribute SeTime4 numeric
@attribute SeTime5 numeric
@attribute SeTime6 numeric
@attribute SeTime7 numeric
@attribute SeTime8 numeric
@attribute SeTime9 numeric
@attribute SeTime10 numeric
@attribute SeTime11 numeric
@attribute SeTime12 numeric
@attribute SeTime13 numeric
@attribute SeTime14 numeric
@attribute diffSeTime1 numeric
@attribute diffSeTime2 numeric
@attribute diffSeTime3 numeric
@attribute diffSeTime4 numeric
@attribute diffSeTime5 numeric
@attribute diffSeTime6 numeric
@attribute diffSeTime7 numeric
@attribute diffSeTime8 numeric
@attribute diffSeTime9 numeric
@attribute diffSeTime10 numeric
@attribute diffSeTime11 numeric
@attribute diffSeTime12 numeric
@attribute diffSeTime13 numeric
@attribute diffSeTime14 numeric
@attribute alpha numeric
@attribute Se numeric
@attribute class {'1','2'}
@data
-112,-78,0.51,-0.07,1.4,0.2,-12,9,-0.008,0.2,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.045,0.045,0.044,0.044,0.044,0.044,0.044,0,0,0,0,0,0,-0.003,0,0,0,0,0,0,0,1.3,0.044,'1'
130,-78,0.1,-0.11,1.03,1,-11,14,-0.023,-0.1,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.042,'1'
345,-70,-0.32,0.15,0.83,0.8,-11,4,-0.018,-1.9,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.045,'1'
350,-58,-0.56,0.12,0.83,-0.3,-12,1,0.001,-0.3,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,1.3,0.046,'1'
103,-34,0.24,0.13,1.1,-1.7,-14,-3,0.01,-0.3,0.042,0.042,0.042,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0,0,-0.003,0,0,0,0,0,0,0,0,0,0,0,1.2,0.044,'1'
122,-18,-0.09,0.11,1.01,-0.3,-12,-3,-0.008,-0.2,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.041,'1'
53,-14,-0.15,0.11,1.08,-0.6,-13,-3,0.003,0.1,0.039,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.041,'1'
32,-13,-0.13,0.13,1.1,-0.7,-13,-4,0.003,-0.3,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.039,0.039,0.041,0.041,0.041,0.041,0.041,0,0,0,0,0,0,-0.003,0,-0.003,0,0,0,0,0,1.2,0.041,'1'
246,-6,0.36,0.01,0.76,-0.5,-12,6,0.012,-0.2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.039,0.039,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0,1.1,0.037,'1'
-341,-4,-0.33,0.18,1.5,0.6,-11,-11,-0.01,-0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.04,'1'
-575,-33,-0.24,0.12,1.71,-0.8,-13,-5,0.01,-0.1,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.037,'1'
-368,-75,0.42,-0.3,1.27,-0.5,-12,22,0.014,2.4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,'1'
-96,-80,0.56,-0.16,0.98,0.1,-12,19,0.01,-0.4,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.029,0.029,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0.002,0,-0.002,0,0,0,0.9,0.03,'1'
324,-74,0.3,-0.11,0.53,1.4,-11,14,-0.016,-0.2,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,'1'
570,-59,-0.06,0.06,0.28,1.6,-10,9,-0.027,-1.6,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,'1'
389,-12,-0.47,0.2,0.57,-0.5,-12,-12,0.002,-0.2,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,'1'
161,7,0.07,0.14,0.77,-1.7,-14,-7,0.014,0.3,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,1,0.034,'1'
-346,3,0.2,0.27,1.38,-0.8,-13,-17,-0.006,-0.2,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,'1'
-516,-5,0.14,0.27,1.56,-0.6,-13,-18,-0.007,-0.1,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.035,0.035,0.036,0.036,0.036,0.036,0.036,0,0,0,0,0,0,-0.002,0,-0.003,0,0,0,0,0,1,0.036,'1'
-716,-29,0.04,0.01,1.68,-0.5,-12,-4,-0.013,0.7,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,'1'
-683,-45,-0.17,0.07,1.62,-0.6,-12,1,-0.015,-0.4,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.03,0.03,0.031,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.9,0.031,'2'
61,-73,0.29,-0.2,0.67,-1.1,-13,24,0.025,0.2,0.028,0.027,0.027,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,'2'
250,-70,0.49,-0.18,0.47,-0.8,-13,23,0.023,-0.3,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.027,0.027,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.7,0.025,'1'
501,-58,0.74,0.02,0.28,0.4,-12,9,0.004,0,0.031,0.031,0.031,0.031,0.031,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,'1'
522,-50,0.67,0.09,0.31,1.2,-11,-3,-0.018,-0.4,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,'1'
449,-33,0.24,0.12,0.4,2.1,-10,-7,-0.028,-0.5,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,'1'
251,-19,-0.36,0.18,0.64,1.9,-10,-15,-0.021,-0.2,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,'1'
63,-14,-0.6,0.04,0.74,0.3,-12,4,0.011,-0.3,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,'2'
86,-13,-0.51,0.04,0.72,-0.2,-12,2,0.011,0,0.029,0.029,0.029,0.029,0.029,0.028,0.028,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0.001,0,-0.001,0,0,0,0,0,0,0,0.8,0.029,'2'
98,-7,0.21,0.09,0.72,-0.8,-13,-2,0.023,-0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,'1'
40,-4,0.53,0.05,0.76,0.4,-12,-2,-0.002,0.6,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,'1'
-212,-8,-0.12,0.12,1.04,1.9,-10,-8,-0.017,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,'1'
-270,-11,-0.24,0.12,1.1,1.7,-10,-8,-0.015,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.8,0.029,'2'
-343,-20,-0.4,0.05,1.13,1.2,-11,1,-0.005,0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.027,0.027,0.028,0,0,0,0,0,0,0,0,0,0,0.001,0,-0.001,0,0.8,0.028,'1'
-343,-23,-0.34,0.11,1.14,1,-11,-2,0.013,-0.8,0.028,0.027,0.027,0.029,0.029,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.001,0,-0.003,0,0.001,0,0,0,0,0,0,0,0,0,0.8,0.028,'1'
-386,-32,-0.26,0.03,1.18,0.6,-11,-2,-0.008,1.3,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.8,0.028,'2'
-361,-48,-0.06,0.04,1.13,0,-12,4,0.017,-0.3,0.024,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,'2'
-340,-53,0.08,0.04,1.11,0.1,-12,2,0.016,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,-0.002,0,-0.003,0,0,0,0,0,0.8,0.027,'1'
-200,-60,0.3,-0.17,0.85,0.3,-12,23,0.015,0.6,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,'1'
-48,-62,0.36,-0.08,0.74,0.6,-11,15,0.003,-0.9,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.7,0.024,'1'
343,-53,0.08,-0.07,0.35,1.4,-11,10,-0.012,0,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,'1'
428,-32,-0.14,0.07,0.34,1.3,-11,-7,-0.006,1,0.027,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,'2'
191,-10,-0.05,0.12,0.57,0.7,-11,-7,0.006,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,'1'
-162,-8,0,0.15,0.93,0.8,-11,-10,-0.002,-0.1,0.026,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,'1'
-208,-25,-0.19,0.01,0.9,0.5,-12,6,-0.006,-0.4,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,'2'
-127,-33,0.09,0.09,0.84,-0.1,-12,-3,0.015,-0.3,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,'2'
-164,-37,0.29,0.11,0.88,0.3,-12,-4,0.008,-0.4,0.023,0.025,0.025,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,'2'
-220,-41,0.34,0.03,0.94,0.6,-11,-6,0.004,0.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.025,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.7,0.025,'1'
-54,-45,0.43,0.02,0.71,1.3,-11,11,0.004,-1.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,'1'
-34,-46,-0.13,0.16,0.77,1.9,-10,-10,-0.033,-1.4,0.025,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,'2'
-261,-53,-0.58,0.22,1.03,0.6,-11,-17,0.009,-0.8,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,-0.003,0,-0.002,0,0,0,0,0,0.8,0.027,'2'
-146,-72,0.13,0,0.8,-0.7,-13,7,0.019,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0,0,0.7,0.023,'1'
-10,-74,0.35,-0.16,0.6,-0.4,-12,19,0.017,1.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.6,0.021,'1'
181,-66,-0.16,0.04,0.49,0.4,-12,2,-0.023,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,'1'
209,-61,-0.47,0.04,0.46,-0.3,-12,2,-0.015,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,-0.001,0,0,0,-0.001,0,-0.001,0,0.7,0.023,'2'
404,-38,0.24,0.04,0.26,-1.1,-13,3,0.019,-0.1,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,'2'
437,-29,0.45,0.05,0.22,-0.7,-13,2,0.016,-0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.024,0.024,0.023,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0.7,0.023,'1'
221,-16,0.54,0.14,0.5,0.6,-11,-14,-0.015,0.4,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.026,0.026,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.7,0.025,'1'
-7,-14,0.2,0.24,0.76,1.2,-11,-24,-0.026,0.2,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,'1'
-360,-20,-0.33,-0.06,0.99,1,-11,0,-0.021,3.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,'2'
-374,-32,-0.61,0.02,1.01,-0.1,-12,1,0.005,0.6,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0,0,0.7,0.023,'2'
-130,-48,0.05,-0.04,0.71,-1.2,-13,14,0.025,-0.7,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.6,0.021,'2'
165,-44,0.48,0.06,0.47,0.1,-12,3,0.003,-0.6,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,'1'
180,-37,0.4,0.11,0.48,1.2,-11,-4,-0.019,-1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,'1'
126,-34,0.16,0.09,0.53,1.5,-10,-5,-0.018,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.023,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.7,0.023,'1'
297,-25,-0.29,-0.02,0.32,1.4,-11,7,-0.019,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'2'
199,15,-0.15,0.14,0.47,-1.1,-13,-9,0.009,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,'1'
-212,15,-0.06,0.18,0.86,-1.4,-13,-11,-0.002,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,'2'
-315,-9,0.25,0.04,0.89,-1.2,-13,4,0.011,-0.1,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'2'
-225,-18,0.44,-0.2,0.75,-0.6,-13,13,0.014,3.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,'1'
-18,-20,0.59,-0.1,0.56,0.1,-12,14,0.011,-0.2,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.019,'1'
65,-16,0.09,0.13,0.59,1.3,-11,-11,-0.046,-0.3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,'1'
-77,-16,-0.58,0.26,0.73,0.9,-11,-11,-0.032,-0.9,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.6,0.025,'1'
-282,-20,-0.77,0.2,0.93,0.1,-12,-16,-0.014,0.6,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,-0.001,0,0,0,0.7,0.024,'2'
-495,-30,-0.71,0.17,1.12,-1.3,-13,-11,0.016,0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.7,0.023,'2'
-569,-67,0.34,0.04,1.11,-2.1,-14,7,0.031,-1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,-0.003,0,0,0,0.6,0.02,'2'
-192,-86,0.83,-0.01,0.75,0.2,-12,8,0.002,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.02,'1'
-111,-88,0.84,-0.12,0.64,1,-11,12,-0.002,1.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.019,'1'
-25,-88,-0.17,0.08,0.63,2.5,-10,-5,-0.043,0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,'2'
-95,-92,-0.67,0.05,0.68,0.8,-11,1,0.015,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'2'
-89,-93,-0.54,0.05,0.67,0.3,-12,1,0.016,0.1,0.018,0.018,0.018,0.019,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,-0.002,0,-0.002,0,-0.001,0,0,0,0,0,0,0,0.6,0.021,'2'
-44,-95,-0.26,-0.19,0.56,-0.4,-12,13,0.025,3.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.5,0.018,'2'
166,-94,0.08,-0.1,0.37,-0.5,-12,15,0.028,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.5,0.018,'2'
164,-77,0.27,0.09,0.45,0.8,-11,-5,-0.004,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'1'
235,-64,-0.34,0,0.34,0.6,-11,5,-0.006,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
358,-49,-0.25,0.03,0.23,-0.5,-12,4,0.013,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
379,-32,0.12,0.08,0.23,-0.7,-13,-4,0.014,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'1'
345,-25,0.28,0.09,0.27,-0.5,-12,-4,0.013,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'1'
155,-15,-0.03,0.18,0.48,0,-12,-13,-0.025,-0.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,'1'
-53,-13,-0.42,-0.05,0.62,-0.5,-12,-6,-0.019,3.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
-31,-14,-0.63,0.04,0.59,-1.3,-13,2,-0.006,0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0,0,0,0,0,0,-0.001,0,0.001,0,-0.002,0,-0.002,0,0.6,0.02,'2'
81,-13,0.02,0.11,0.49,-2.1,-14,1,0.034,-1.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
2,-8,0.43,0.09,0.57,0.3,-12,-4,-0.007,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
-56,-9,0.31,0.11,0.63,0.9,-11,-5,-0.016,-0.3,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'1'
-156,-12,-0.1,0.05,0.7,1.1,-11,-3,-0.031,1.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
-134,-21,-0.37,-0.04,0.64,-0.2,-12,9,0.025,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
164,-14,0.1,0.04,0.39,-0.2,-12,2,0.001,-0.1,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'1'
27,-7,0.03,0.17,0.57,0.2,-12,-11,-0.006,-0.2,0.02,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,'2'
-157,-9,-0.04,-0.14,0.68,0.1,-12,-1,0.001,3.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.018,'2'
